Main_Index,text
22532,"Atlas definately smacked us with a vengence.  We have been without power since about 2 pm MT Fri afternoon and they do not an estimation of when we will get it back - could be several days. Out of State line crews are on the way here but most of the roads are still closed/impassible.  At 9 the state is dispatching their plows to open I 90 which is closed/blocked from the WY line to exit 192 (Murdo, SD)."
22652,"I know we all have favorite songs or have a particular artist that we really love, so, would you like to share it with us?"
22680,"I will be in Chicago for the Komen 3-day walk in two weeks. They have released the route to us. The camp will be open for visitors on Saturday 8/10 from 4:30-8:30, if anyone wants to stop by and meet in person! Hint, hint.. wink, wink.  Please send me a message, and I will give you the information. The parking for Saturday will be in Des Plaines. There will also be cheering stations for people to stand and cheer us on as we come by."
22753,"Hi guys, "
22763,"Just joined today. I had a lumpectomy with removal of 2 sentinel lymph nodes, left breast, 8 days ago, which was 6 weeks after having rotator cuff repair surgery on the shoulder on the same side. My lymph nodes came back negative and pathology report showed margins were clear. However, because it was invasive ductal carcinoma my medical oncologist is going to run an Oncotype test to see whether I'm a low, intermediate or high risk patient. Low risk = no chemo, high risk=chemo, intermediate= we'll discuss it. So Arimidex and radiation are on hold while I wait the 2 weeks for the results. "
22793,"I am not 100% sure, but, I think everyone loves pizza.  I know I do.  ( too much lol )"
22835,aka Linda Simmons.
22955,"Yep I did!  For those of you that don't remember, I did my first Relay For Life in 2010.  I was scared to do it, as, I was afraid it would drag up a bunch of bad memories and I thought, for some reason, that it might be depressing.  Go figure!  It was the most enlightening experience I've ever had!  Well, not ever had, but, it is right up there!  So this year, I had so many friends and family that were urging me to do it again AND I was asked to speak there. Speak?  ME?  In front of everyone?  Yikes! "
22967,I almost waited too long.  My sister in law DID wait too long before she sought treatment and she died in two years at the age of 56.      Found the lump but did nothing for several weeks....it's a real miracle I am still here....and I KNOW I wouldn't be here now if I had not done Chemo. 
22975,"HI, I'm Bev.  I was diagnosed on the 13th of this month.  Grade 3 aggressive ER/PR/HER2-neu positive of the right breast.  Start chemo on Friday.  Have chest port placed tomorrow.  Have had pain on my right side chest area for a while, but no one seems concerned with it.  Will have (I am assuming) tomorrow a chest x ray.  How can I be sure the breast cancer has not come from elsewhere?  I have smoked for 30 years.  I just feel as if a pet scan or something should have already occurred.  Opinions?"
22978,I have been drinking diet coke for many many years...my daughter (few others) have been bugging me to stop-so cold turkey-been drinking LOTS OF water (found out pee much more with water then soda) so flushing out my body for the good..
23002,"I stopped taking Aromasin and Aremidex because my legs hurt so bad I could hardly walk, stand up or sit down.  Its been a year since I stopped. My legs improved some but still hurt. The more I do the more I hurt.  when I decided to stop the Meds the Oncologist said my legs should get back to normal in 3 months.  As I said its been a year.  Has anyone else had the same experience ?  How long did it take for you to recover. I am getting concerned this could be forever. "
23006,"Hello!  I was wondering for those of you that have finished with treatment, how often do you follow up with MO, BS, RO?  Being naive, I thought that after I finished up with treatment, I would follow up every six months.  I am being asked to follow up with all of my doctors after three months.  Is this typical?"
23042,Anyone play words with friends on this site?
23051,"I was told do not use left arm for blood take/ blood pressure/IV etc...so 2 questions:
>>I had lumpectomy but what do you do if double mastectomy for example?"
23071,"My son Zachary who is 15 has been missing since Wednesday evening.  He left to go to a friends house and never showed up there.  Could all my sisters please say a prayer for Zach and pray that he comes back home to me.
Laura"
23072,yesterday I received the most gorgeous flowers.And today a pkg. with ornament and several gifts.thank you so very much.Now for you to feel better.please keep in touch.God bless you from one pink sister to another.
23201,"Good Morning Sweet Warriors :) I'm just checking in with all of you as I said I would do.  If I'm not able, I've given my daughter the information she needs to get on here should I get sick.  Speaking of, that beautiful little girl of mine threw a beautiful tribute party for me this past Saturday and I'm beside myself at all the people, kind words, gifts, flowers, etc.  Not only is my girl an RN that works 12+ hour shifts, she is still in school full time, newly married, new home owner, and so much more, she put up the coolest tribute I've ever seen.  She put my ancestors in albums with old black and whites that date back to the 1800's identified and preserved, made a ton of wonderful food along with pink frosted breast cancer ribbon cookies :), and I could go on forever with all that my little sweetheart has done, she is amazing and adorable!!  "
23373,"Carol,"
23375,Routine check up...blood work last weekend...we'll see tomorrow..at 11
23445,Spoke with oncologist today. We are changing to aromasin and afinitor immediately. Liver biopsy is ordered. I see onc on Tuesday. Putting on my boxing gloves and preparing to fight!!!  Will let everyone know what onc says Tuesday. I'm at work tonight and typing on my phone. Big pain... Lol. 
23713,"Hello Everyone, hope I can get some answers here, Why do ONCS tell their patients that they are cured from cancer and then put you on a hormonal, or AL drug to keep it from coming back. And then you have to keep going back so often for 5 years or more for test, I have heard that some ONCS are  putting their patients that take hormonal or Al for 10 yrs. I have read on this website and others  people are cured and within a few months or a couple of years their cancer is back. Even as much as 10 yrs. cancer is back and still related wth your Breast Cancer that you had before.  I am high risk of mine returning and on arimidex for 5 years yet I am on the arimidex to keep the cancer from coming back so HOW CAN I BE CANCER FREE AND CURED. My head is going around in circles over this one. Maybe someone can help me.  Thanks for any responses.  (((HUGS)))  Pixie Dust "
23717,"Yesterday, I had a Stereotactic Core Needle Biopsy - OUCH! I had a mammogram which looked suspicious, right breast only. My doctor had me go for additional mammography images and an ultrasound of my right breast. The Mammogram impression was an architectural distortion corresponding with a malignant appearing mass. Category 5-malignant features, biopsy recommended. The Ultrasound impression was a 1.2cm mass at 10 o'clock and 1.4cm mass at 11 o'clock. Category 5-malignant features, biopsy recommended. Needless to say, I made an appointment with my surgeon. The surgeon requested that I bring the films and reports from radiology with me. I did. That was yesterday morning 9:00 AM. My surgeon scheduled me immediately, the same day, for 12:30 PM to do a Stereotactic Core Needle Biopsy. To say the least, I was taken back by his urgency to do this procedure. Nonetheless, I agreed. However, I did ask for something to relax me, I was nervous. He assured me that I did not need anything, because it was relatively painless. He said I wouldn't feel a thing. I insisted, he agreed and gave me 5mg of valium 1 hour prior to the biopsy. OUCH, OUCH, OUCH! I had a terrible experience. I felt everything! I wouldn't wish this on my worst enemy! I am so happy that it is over. Although, I am extremely anxious about waiting until Friday (3 Days) for the results to come back from pathology. Can anyone share their experience with this procedure as I have described it? Can anyone tell me why the majority of women do not have this awful pain, yet others do? Was it my surgeon? Or perhaps the location or depth of my masses? I truly don't believe my Dr. is to blame. But, why so much pain?   "
23730,"I had a lumpectony and am currently in radiation.  When I finish radiation treatments, my oncologist wants me to try Tamoxifen.  I really don't want to inre to all of the side effects it has given to a lot of women, let alone blood clots and uterine cancer.  The Tamoxifen will only lower my percentage of a recurrence by 6%.  I, personally, don't think that for a 6% benefit, that it is worth it.  What do you think?  I still have time to decide.  I am just trying to educate myself on this subject.  Thanks! "
24035,"I haven't been in for a while trying to sort things out. I had posted about having about four surgery's after August 2012 till November the fifth 2013. After taking the drains out at the end of Nov. I was drained about every week until I started my radiation treatments. I had my mastectomy the fifth of Nov. 2012 then February the fifteenth I had another surgery where the cancer came back in the incision. He said he could do no more surgery because my skin was pulled so tight that he would have to use my stomach muscles to build a chest wall and skin from my back or leg to graft skin over that. He said it was a horrible surgery and with all my medical problems he didn't want to do it. There would be nothing else they could do. It's Angiosarcoma cancer it's a rare cancer caused by the radiation I took for my cancer five years ago. I  am so worried about my family having a place to live  Both my sons have been laid off, the one for about three months and can't find a job. I pay the rent they pay everything else. I can't get loans or them either. I just worry about there future. I am taking radiation which gave me this cancer it scares me, but the only chance I have to prolong it from coming back soon. I have had no reconstructive surgery. I am burnt so bad  and raw from the skin coming off from the radiation and still have the three weeks to go every day. Sorry for unloading on everyone. I thought some may remember me. I still have the real bloody fluid when it is drained"
24048,"My daughter took her son to big fall festival last week. when she got home she discoverd her wallet missing. She went back , searched, asked, left # and nothing. Last night my door bell rang...stranger drove her wallet home with all  her cards, checks and
CASH still there. (OF course she canceled everything-but so good to know honest people. I ran out (daughter not home) and gave him the cash ($23) towards gas (not much) and he was very thankful...I told him how much we appreciated it..(our house is way off road not like driving by our area)"
24055,"Hi all,
I am gearing up for chemo and am trying to do a little shopping ahead of time.  I have searched all of the websites and have some questions.  I have always gotten a headache after wearing even a headband or cap for even a few hours so I don't want anything too tight.  What are some brands of wigs and caps that you have found to be soft  and cool to wear?  Do the wig/scarf liners work?  I sincerely mean it when I say the caps and scarves look cute on the young girls but I am 62, so I need help!!! Hehe!  Oh and my husband loves his convertible so what stays on in that condition?  I plan on buying the wig in person but would like to order some cute, cool, comfortable caps--am I asking too much :)?  Suggestions and hints please!"
24278,Hi Carol
24291,"So I walked 4 1/2 miles today to help raise $$ for Breast Cancer Research and THE CURE.  It's the first time for me and I was blown away by the crowd.  I believe there were easily 15000 participants.  Since you can't add photos on the discussion board, I did upload a couple to my ""About Me"" page.  I didn't get a lot of shots but I think these few are good ones."
24332,"Well the pathology report from the surgery came in and 2 lymph nodes definitely are positive BUT, The Pathologist was concerned about a 3rd they couldn't say it was definitely the same cancer as the 2 or wasn't sure that it was cancer at all. But had some suspicions of lymphoma...So they sent it to Michigan State University for further evaluation.. I'm just numb...  Kathy"
24414,"I was diagnosis 10 years ago with breast cancer in my left breast. I had a lumpectomy, chemo and radiation. Now here I am 10 years later with a tumor in the right breast. I am so confused about what to do. Do I want another lumpectomy, radiation maybe chemo. Or do I just want to have a bilateral masectomy and be done with this whole mess. My left breast is considerably small as a result of radiation. If I was to get cancer in either breast again a masectomy would be necessary. Also maybe older and not as healthy.  Took the BRACA test which turns into an insurance nightmare between approvals and denals. any thoughts...."
24489,"For the past few months, I've developed extreme all-over itching when I get hot - hot flash, hot weater, exercise, anything that heats my skin.  It's making me crazy because it's getting hot now.  It goes away immediately when I get cooled down.  It's like what I imagine prickly heat to be, except not rash or redness.  Anyone have/had this?  I see oncologist on the 23rd, and this is hardly an emergency, just makes me want to tear all my clothes off (not a pretty sight) or stand in front of an a/c. Because I've never had this before, and because I'm a cancer survivor, it's worrying me."
24636,"Hello! I was diagnosed in Jan. 2013 with triple negative, stage 2 b/c. Tumor removed in two surgeries. Had not gone into any lymph nodes. I've had 7 of 8 chemo treatments (last one's due this Thursday) and radiation starts in about a month for 6-7 weeks. I'm specifically looking for others who have been diagnosed triple negative and am wondering if anyone's out there who has this diagnosis and it's not recurred."
24665,"I had a left mastectomy about 6 months ago and am doing great. However, I hate having one breast left. I find myself thinking about it before I go to bed and it is the first thing I think about when I wake up. It is haunting me. I do 2 breast exams a day. My logical side says not to worry, but my ""feeling"" side is stronger. I hate the prosthesis, so I never wear one. My right shoulder gets sore at times, I think from the remaining breast. I want to schedule another mastectomy. Has anyone else ever done this? Did the insurance pay for it? Was it hard to convince your surgeon to remove the remaining breast when basically it was still healthy? PLease share your story with me. Thank you so much!!"
24697,"I learned a week ago that I have a stage II, Grade 3. Triple negative, IDC in my left breast.  Initial testing of 1 lymph node was benign.  Any words of advise or encouragement about how to get through these initial stages will be greatly appreciated.  I can't see the oncologist until Jan. 6.  "
24703,"Hi everyone, I hope you are all doing wonderfully."
24721,"I am newly diagnosed with an aggressive cancer and will need surgery, chemo and radiation. I work full-time and I am concerned about my job and health benefits. I am an ""exempt"" employee (not hourly). I don't want to say a lot about my job as my mgr or co-workers may see this post. I'll just say that it is a professional type job, but not a desk job. I know about FMLA of course. My concern is that FMLA will run out before my treatment ends. Hopefully, I can work during part of the treatment phase.If you were working full-time when you were diagnosed, can you address how you balanced work and treatment? Thanks so much."
24728,"Does anybody know of any one who had or has this type of breast cancer so that I can compare notes, as I was recently diagnosed of same.  Hugs to you all and God bless."
24830,"I asked for everyone to pray for my daughter-in-law.The very next morning she responded to the nusre.Thank You Thank You Thank You to everyone.The nurse said her name and asked her is Kelly your name.She Nodded YES.Our son asked her questions.He asked her where he worked.""She said you tell me"".Then he asked her where her grandpa worked and she told him.She knew where grandpa worked Some laughs  but laughs of joy. She seems a little impatient but it's funny.I told my son ask your dad""since I had this bronchitis it seems I am more irritable than I used to be.It lasted to long and still some problems.She is going to question all this as time goes on and wonder what happened. Our son is talking therapy.She isn't ready to get up and walk. And also some memory loss."
24853,"So yesterday was my annual mammo, ultra-sound and visit with my breast surgeon (I am now 5.5 years out from 2 lumpectomies, 6 rounds of T/C & 33 rads being diagnosed with Stage 1, grade C, TNBC at 57). I had booked my appointment 3 weeks ago and been asked about the results from the MRI...what MRI???--nobody told me I was supposed to have one, so I kinda went into shock and didn't ask for the 3-D mammo (that costs an extra $57) that my center offers and promptly forgot about it altogether. At the appointment I saw the surgeon first, than had a fairly painful ultra-sound and then time for the mammo. After the 1st 2 plates as the tech as moving my boob around for the next 2 plates I asked, what about the 3-D? She told me that I didn't request one (although I had asked the ultra-sound tech to tell her that I wanted one). I said, yes I know I was distracted when making the appointment about an MRI. She said well, we are half way through and this is just an annual check up so she suggested I get the 3-D in 6 months. I repeated that I wanted the 3-D and her answer was, well the regular mammo finds cancer just fine. WHAT???? If that were the case, why would they have the new machine and my surgeon tell me that it is a better technology? At this point I was in tears and sobbing and I asked the tech--DOES SHE HAVE BREAST CANCER?? Realizing that I was seriously upset she got her superior who said, go ahead and give it to her, there's no problem. All of the memories came flooding back to me about what BC has taken from me. Don't get me wrong, I'm happy to be healthy and alive, but I was diagnosed 4 months after getting married and it really threw me for a loop. I've lost all confidence in my body and marital intimacy is a big problem for me. I've gained weight that I can't seem to take off and my new normal isn't what it was. While this may sound trivial it was very upsetting to the point that I almost totalled my car on the drive home because I was so distracted."
25016,"Hello, I can hardly believe it, but I was just diagnosed with Invasive Ductal Carcinoma grade 2. Positive for horomones and HER2. They don't know the stage yet. I have survived 2 prior unrelated cancers in the past 6 years. This time, I am really, really frightened. I met with a surgeon and so far they will do a lumpectomy and analyze that.  They are thinking that I will need radiation for 4-6 weeks, chemo mix once a week for 12 weeks and the. Chemo every 3 weeks for a year followed by a drug for 5 years. I wrote down the chemo and drug, but don't have it handy. I really just don't think I can do it. I was just starting to feel better from the last cancer treatments for gastrointestinal cancer which involved radiation and short term chemo and surgery. That was 6 years ago."
25019,70 years ago today WWII ended in Europe.  
25141,"My mother in law went through the black nights of breast cancer though after two successful surgeries and alternative treatments, she is coming back to normalcy. Usually post surgery scars are overlooked but it was a real stress for my mother in law. These dark scars on her body looked really SCARY. We did try a lot of scar creams, even modern scar therapy, not to mention the frequent visit to the doctors....whew!!!
But it was the timely advice of one of our friends which made us try the Invicible Scar Treatment Cream. In the past three weeks the scar marks have started fading successfully.But I am a lil skeptical,is it ok to use skin creams after a breast cancer surgery ? Are there any alternative natural creams which are safe for the skin too ? "
25168,"Hello everyone.  I have been lurking on this forum for a couple of days now, and have found some really good information and support. "
25239,"I recently posted that I had a breast ultrsound on Thurs. the 7th! The pain in my shoulders, chest, arm,breast,ect. is definitely worsening. The Vicodin was at least helping keep pain manageable before until a few wks. ago. I expect to hear something about the ultrasound tomorrow and further instructions. My question is, do I call the doc and tell them pain is worsening? I also seem to have urge to use Bathroom much more (Urinating). No fever, just pain persists and is worse:p I am terrified I may have rib, bone mets? The doc knew about the pain when I saw him last but I now have shouulder pain as well with frequent BR trips:p Also wondering what will come next! Will doc order more tests or refer me to breast specialist or both? I would like to have lab done for tumor markers, minimum! I would prefer lab and CT scan if possible if I have to wait to see breast specialist! Any thoughts, comments, suggestions from anyone would be most welcome!!!! Thank you so much in advance!"
25244,"Has anyone here gone through the treatment regimen of lumpectomy, chemo, radiation, while living alone? I do not want to put my extended family through needing to drive me to treatments, etc. Also, will I be able to take care of myself, drive 2 hours each way for treatment? I am semi retired, so I don't need to worry about that. I am trying to make decisons and I know everyone is different, but it would help me to know that this is doable alone. Has anyone handled all this alone? Thanks."
25286,Have anybody used the Issels Hospital in Tihuana Mexico?  
25356,"Dawne had a bone scan today. They did see something on the side where the cancer is. They took more views, she has a CT on the 10th and sees the Onc on the 17th for the results. Please be praying for her. Lets load up and be there with her ok! Dawne is still ready to fight the beast, her attitude stays upbeat and she is strong in her faith. She has been doing pretty well lately, tired but that is fairly normal. She has her bad days with the chemo but rests up and is ready to go again."
25449,I know tomorrow is your first chemo and I will be right there with you with prayers and hugs.  I'll even drive the bus if you would like.
25538,"My son Zachary who is 15 has been missing since Wednesday evening.  He left to go to a friends house and never showed up there.  Could all my sisters please say a prayer for Zach and pray that he comes back home to me.
Laura"
25576,"Dawne has been in the hospital 2 time since New Years Eve. She came home on Friday. The Dr has told her there is nothing more to do. She is swollen, her heart is weak and in congestive heart failure. Her kidneys are not functioning well. Hospice is coming in. I saw her yesterday, she is very weak and tired but she is still her sweet self. She is a lady of great faith and is an inspiration to many. Her husband still continues to be her rock, her Mom is right there for her and her daughter has been with them for the past 3 months or so. She loves her grandkids being close. Her sons come to visit often too. Please keep them all in your prayers and thoughts. God Bless"
25598,"I just got back from the doctor's office and have agreed to give chemo a try. I will have the port put on next week and chemo starts next Friday. It was a tough decision, but my daughter really felt strongly that she wanted me to try it. So, if my heart can handle it, I will give it a go.  I need to get geared up for this now.  Hopefully, it will be three strikes and all cancer out of my tired body! Surely, nobody could have 4 different cancers! With the help of God's grace, I will survive the treatments."
25609,"I just finished 3 months of chemo last month, lost all of my hair in the process and was wearing scarves most of the time during chemo and even afterwards.  Recently I purchased a synthetic wig from a reputable wig salon in my area.  I wore the wig out of the store and it seemed to feel good for ahiele until after two hours I started to break out in rashes all over my face and neck, wherever the hair touched my skin a rash would break out, my eyes began to get red and sore as well and I felt like I was going to pass out.  Could not wait to get home to take the wig off.  I heard that washing the wig in viengar and then shampooing it would help, from what I heard is that I could be allergic to the Alkaline they use in processing the wig.  I did as instructed and I still broke out in a rash.  Is it possible that I am allergic to synthetic fibers?  If so, how much would a human hair wig cost and I am beginning to wonder if I mgiht have the same problem.  There is one website that I found that sells human hair wigs ranging from a hundred dollars and on up.  It is called ewigs.com.   Does this price sound reasonable or am I going to get a cheaply made wig?  I really miss my own hair and do not really want to have to wear scarves and hats for the next several years before my own hair gets to the lenght I use to have it, ti was below shoulder length.  Thanks for listening."
25655,Wishing you warm Birthday greetings - Enjoy your very special day dear Sister in PINK.
25681,"I just thought I would let you all know what is going on with me in case anyone thinks I just left them hanging.  I have been dealing with fluid around my right lung since mid April.  I have now had the fluid drained four times since then and I'm getting pretty tired of that procedure so I am scheduled for a VATS and pluerodesis on June 14th.  That surgeon will also replace my leaking port at the same time so at least I only have one procedure to dread instead of two.  I've been told I will be in the hospital at least four days and possibly ten.  I'm not looking forward to that but I hope it works because I don't know how to deal with this shortness of breath.  Last week I had dose two of my second cycle of Halaven.  My onc had hoped the chemo would stop the fluid but I guess that didn't happen.  I will see her this Thursday to discuss whether I continue with the Halaven or try something else.  The Halaven has caused my hair to thin a little but so far I have managed to keep most of what has grown back since my last infusion of Ixempra in November.  Just like the first time, it grew back curly.  I wish everyone well."
25689,i turned 45 today its been 3 years since diagnosed the first time 2 years since the second time. happy birthday to me :0)
25736,Had lumpectomy with sentinel node biopsy 10/15.  2.1 centimeter ilc with clear margins and all 4 nodes negative.  Oncotyping score is 22.  I fall in the gray area.  Cannot decide on chemo.  Anyone have any comments?  I need a decision by Wednesday.  
25829,"My two youngest daughters came up here yesterday for my ""big 60"" birthday. Thankfully they did not bring any black baloons or ""RIP Banners"" like they did for their mother's 60th. Oh, it just hit me,DUH! They were being sensitive about my ""condition"".HAHAHAHAAA That's funny. Don't jinks dad on his 60th birthday because it might come true. Oh My."
25832,"Ok, now I am a little nervous.  My markers doubled and my liver enzymes and alk phos are elevated.  Cardiologist NP just called to tell me to stop statin, but she wanted me also to know that alk phos is not usually elevated with statins.  I see my oncologist on Tuesday and, of course, Danny is out of town then."
25881,"I really need advice, as I'm at a loss for words....."
25938,"I have a very busy day today. my Oncoloy has schuled several test today. I guess he is trying to find out where the cancer is and how much it has  spreaded. I have to take the following test, CRC, CHEM-20, CEA,CA27-29,Chest x-ray, a total body bone scan and a CT chest , abdomen, and pelvis with contrast. Some of these test I have never heard of.  Please pray for me that my cancer is still locialize and that it has not spreaded.   "
26018,I am asking for prayers for Dawne sweet sisters. She has been at the hospital since about 11:30 our time. She has a deep blood clot in her jugular vein. It is a very dangerous situation. She is scared and worried. She is still in the ER Dept but as soon as they get her to a room I am going to go to the hospital. Please cover her and Donald in prayer. I promise to update as soon as I can. God Bless
26170,"Just came from the cardiologist.  My muga scan came out in normal range.  Yet he still wants me to do a stress test, and he put me on some little pill everyday.  2.5 milligrams.  not sure what it is.  Now he wants me to do a stress test!   I AM SO PISSED.  I HAVE BEEN WORKING OUT ALL MY LIFE, NEVER HAD HIGH CHOLESTEROL COUNTS.  I WORK OUT 3- 5 TIMES A WEEK, AND I AM AN FITNESS INSTRUCTOR. "
26259,I had bilateral mastectomy in dec 2014.  Had fifteen lymph nodes removed and started reconstruction.  i have finished the aggressive chemo treatments in May and will continue herceptin til January and am still doing radiation.  I also will be taking tomoxifen for ten years.  I know after all treatments I will see my oncologist every three months for first year and so on for five years.  My question is if I will have to have a breast MRI yearly to check chest wall for recurrence.  Women who still have their breast have mamograms done. My surgeon at the beginning said I would have to but my oncologist says studies show that doing frequent scans won't improve the length of time you live. He said only if symptoms should arise of recurrence then they would.   So does anyone else have same situation and have you been told you would or wouldn't need a MRI yearly.  Thanks in advance.
26286,"Hi Ladies! I just finished my 4th and LAST round of T/C chemo 2 weeks ago. I have gotten over all side effects but one - fatigue. Before chemo, I was such a high energy person, and even exercised throughout my chemo treatments, except the day of. But after the 4th treatment, I'm very tired. Has anyone experienced this, and if so - how long does this last? My Oncologist said it could take weeks, but I spoke to another survivor who said it took her months to get her energy level back! I just started a no-animal eating plan from and after-cancer-care center, and they are monitoring my blood to see where I am deficient thanks to the chemo, I asked them about the fatigue, and they told me the same thing... it could take weeks to months. Any advice would be greatly appreciated, I sleep 10 hours a night, and still need a nap around 2:00 in the afternoon. I miss my energy!"
26479,"I have just been diagnosed with breast cancer the day after my birthday,march 6. Happy Birthday to me:( I immediately started to look for research to try and find what stage i coukd be in. My MRI is scheduled for this friday,march 15 and i am so nervous! i have 4 tumors and my right lumph node under my armpit is sore and the radiologist says i will most likely need that removed. I dont have much of a family history of cancer,just my great aunt having a lump when she was in her 30s in the 1980s. she had a mastectomy and reconstructive surgery with no radiation or chemo. I pray i will not need them either,but the obgyn and radiologist seem as though i may do radiation after. I work in the skincare/ beauty industry and as terrible as it sounds,i dont want to lose my hair or go through the pain and sickness of chemo. Is there ways to go about not losing yout hair in the treatments? working in this industry of skin and hair will be so hard to deal with and goung through the thought of being diagnosed with the cancer itself has been a real shock to the system and family. I was told Penguin Caps are helpful? im not sure that they are,i need to do more research. i am in the washingtin,dc area and have been so busy looking for a good breast cancer surgeon at the moment. so sad and have been crying alot dealing with it. any help will be beneficial,thank you."
26486,"I just finished a re-exision to get good margins and I will be starting TC chemo due to my oncotype/age.  I'm curious about anyone who is pre-menopausal going through the same thing?  What are your side effects?  What did you decide for birth control?  Thank you in advance!!  I know I will be getting my Mirena IUD removed, I know I will be losing my hair.  I'm more concerned about my physical ailments that prevent me from getting on with my day.  "
26563,"So Ive been reading and posting a bit to this board for about a week now, trying to adjust to my new life of a cancer person. Ughh, still seems so sad and unreal for me."
26631,"im  newly diagnosed with IDC ER/PR negative HER2 positive.  I felt my tumor in the shower on January 28, and got the call on March 3.... Cancer.  I have no family history of breast cancer and am waiting for genetic testing results.  Meanwhile I have met my surgeon and oncologist, have had an MRI, meeting a new radiologist on Monday to review MRI, CT chest scan scheduled as well as heart image, chemo class is this Thursday.  I am scared ****less.  Is anyone else HER2 positive "
26634,"SUCH an easy travel this time! Our good friends took us all the way to Schiphol, saving us the train experience (baggage in/baggage out). Then we were pre-boarded (frequent flyer) and snagged the best overheads. Flight was good (10 hours, 25 minutes), we slept much of it, but I watched 2 movies on my in-seat screen. In L.A., my DIL was waiting for us outside baggage claim, whisking us home. House was in order, soup and bread waiting made by our housekeeper...and then off to bed, where I slept solid for 7 hours! What a grand 'Welcome home'! (Now, if I could only stop speaking Dutch to everyone....*grin*)"
26657,"NOT WHAT I wanted. Aromason has stopped working.  Will either strat on Ibrace w/Aromason...  The work together and the Aromason gives the Ibrace a boost to target the tumors.
Tumors are growing and there are many new ones mostly on the head, breastbones and right knee which was already quite full of tumors.  The tumors on t spine are stablr still (they were radiated), but the right hip to calf is much worse and the pain is bad.
Will have biopsies on 9/10 of both upper and lower intestine.  Possiblity that it is in the stomach wall.
Have decisions to make on doing more chemo as 2 1/2 years od weekly was not effective and because of all the chemo I have had, it has changed the cellular structure of the tumors so the chance of chemo being effective in stablizing the  tumorsis les than 35%.
Do I want to go thru chemo for such lw dds???  But without I have no odds, but quality of time left may be better.
Could be worse, at least my liver and lungs are clear , but have more soft  tissue tumors in arms and back.
.
"
26803,I have only posted once but have watched all the post through out my treatment.  I had my last radiation treatment last week and I am very relieved.  Went through Chemo as well but ended up allergic to it so only had 3 out of 4 of my infusions.
26912,hi everyone! i am a wife of a man who has breast cancer. He has stage 2 cancer and is scheduled for mastectomy next week. The doctors would like to take few of the muscles in the breast to make sure it hasn't spread and his doctor mentioned about removing some of his lymph nodes but we are not completely sure if that is what we want. We we're discussing about asking for a second opinion but don't know where or how to start. Is there anyone out there going through the same? Any suggestions on how we should proceed? My husband and I are optimistic about everything but it's not easy for me not to worry about him. We have been married only for a few years and the thought that i might loose him is something i'm not sure i can handle. Any help will be greatly appreaciated! Thank you. 
26930,"Hi. My mother was recently diagnosed with colon and breast cancer. She is turning 67 this April and will start her chemo as soon as she heals from her colon resection. Her medical oncologist will put her to Tamoxifen for the breast and Xeloda for the colon. I would like to know the side effects for these 2 medications if anyone here is taking them currently. Also, I heard Aromacin? is better than Tamoxifen? Is this true? A family friend of ours mentioned it to me. She said that Tamoxifen made her breast cancer moved to her uterus. My mom has already both breast and colon. I don't want anything more new for her. We all are heartbroken of this news. Please share some infos please."
26971,"I'm 61. 15 mos ago, I discovered a lump. Ends up there was a smaller one I hadn't felt,but both were removed.I said to leave my lymph nodes alone, I wasn't doing chemo OR radiation. Take it out and let's see what happened. I did change my diet, healthier, fruits/veggies,no bread,little dairy,minimal meat. My back was hurting in the fall,so an xray was done. 2 lesions were seen on my lungs,and one on my spine. I did nothing. This spring, I went back to my dr. Backache was back. He ordered an MRI,but laughed at me for wanting another mammo to ""check"". It was like Why bother,if you won't follow up on the lesions in your lungs?? The back MRI showed benign tumors on my spine. The mammo showed tumors in my breast,2,same spot as last year only smaller,under a cm each. I had those removed a few weeks ago."
27007,"I am seeing a plastic surgeon this week to discuss reconstruction after having a mastectomy, chemo and radiation a year ago.  I would prefer to use my own tissue rather than an implant because I feel that the implant side will feel different than my remaining breast, and I have come to understand that using an implant under radiated tissue isn't preferred by physicians."
27038,"This past Thursday, October 22, we lost another friend, our dear sister, Miss Renee. She fought long and hard! a seven year battle. Her husband, Kevin, son Bob and friend Linda were with her. With classical music playing, candles burning and pictures playing of their trip to Paris, she left us."
27057,"It was a sad day yesterday. My husband's co worker and friend passed away from cancer.Started in his stomach not long after I was dx.So it's been 3 years for him.He had pneumonia in Oct and they found it had spread.Just the other day when he and I were talking,we  laughed and laughed that day ribbing my husband. My husband goes with me to feed stray cats in different areas every night.Now most men wont do that.Anyway my husband, me and this guy got close the last few months. My husband  got his tools from work and was taking them to him weekly. Our  friend  had a hard time getting around.He asked my husband about a ramp.If the weather was  warmer my husband would do it. We  wanted him to get around.Sunday my husband took him some tools.As my husband left he bent over to  hug his friend.His friend said LOVE YOU MAN. It upset my husband.Since he thinks now his friend knew. Our friend fell Monday and Tues.I was going on line to find a group to pay and help put up  a ramp for him.He knew the cost but had no money  since off work. The guys wife told my husband  Monday  she needed help.We were going to help with the ramp so he could do treatment.These were  treatments my husband made possible.My husband had  called work when he found out the guy was denied chemo through our insurance.My husband got in touch with Patient Relations.They got on it and the same day the insurance OK'd his treatment. I think the falls he had the last 2 days  just were to much.I'm sure he hurt himself and one fall he laid on the cold wet ground for 20 minutes before their neighbor came home to help him up. His wife and daughter couldn't lift him."
